1204361	0
1420053	1
1420051	2
1013631	3
1013636	4
1170481	5
1013608	6
1013604	7
1243958	8
1420074	9
1204372	10
1013612	11
1170498	12
1170492	13
1013618	14
1013614	15
1170490	16
1420021	17
1420022	18
1170469	19
1420023	20
1145492	21
1420010	22
1145491	23
1170479	24
1170474	25
1420030	26
1243994	27
1170456	28
1409660	29
1277341	30
1277343	31
1277345	32
1409679	33
1409678	34
1277350	35
1277351	36
1409673	37
1277354	38
1409686	39
1409687	40
1409683	41
1409684	42
1013682	43
1409685	44
1420005	45
1277368	46
1013688	47
1420006	48
1420007	49
1013689	50
1420001	51
1013683	52
1420003	53
1420009	54
1409697	55
1409699	56
1013691	57
1409695	58
1013692	59
1277370	60
1277379	61
1013699	62
1277375	63
1013694	64
1277376	65
1013695	66
1013696	67
1375802	68
1409627	69
1375804	70
1277302	71
1013667	72
1277301	73
1277306	74
1277307	75
1409634	76
1409630	77
1013671	78
1336210	79
1336211	80
1336212	81
1336213	82
1336214	83
1336215	84
1013678	85
1336216	86
1336217	87
1336219	88
1013675	89
1277317	90
1409647	91
1409648	92
1409649	93
1336220	94
1409641	95
1336223	96
1336224	97
1277324	98
1336225	99
1277325	100
1336229	101
1277320	102
1277322	103
1336230	104
1336231	105
1336232	106
1336234	107
1336239	108
1277338	109
1013652	110
1277333	111
1277334	112
1013659	113
1375724	114
1375725	115
1375726	116
1375727	117
1375728	118
1375729	119
1336120	120
1336121	121
1336122	122
1072032	123
1336124	124
1375721	125
1336126	126
1086688	127
1086689	128
1336128	129
1047072	130
1086683	131
1047075	132
1086684	133
1375713	134
1047069	135
1375714	136
1072043	137
1336134	138
1336135	139
1336136	140
1086676	141
1086677	142
1336138	143
1086678	144
1086679	145
1047060	146
1086672	147
1086674	148
1047057	149
1409600	150
1409601	151
1336140	152
1072053	153
1072056	154
1145401	155
1145402	156
1361107	157
1361109	158
1145409	159
1047052	160
1047053	161
1145406	162
1409607	163
1047055	164
1409608	165
1145408	166
1409609	167
1072068	168
1409613	169
1047046	170
1409614	171
1409615	172
1409616	173
1047049	174
1409610	175
1409611	176
1072061	177
1072062	178
1336155	179
1375730	180
1375731	181
1072066	182
1375732	183
1072067	184
1086691	185
1086693	186
1409617	187
1047044	188
1072079	189
1047035	190
1047037	191
1047038	192
1277382	193
1072072	194
1375762	195
1072076	196
1361129	197
1277387	198
1277389	199
1047031	200
1047032	201
1375756	202
1375758	203
1072082	204
1336173	205
1375752	206
1375754	207
1277391	208
1072089	209
1375755	210
1047022	211
1047013	212
1047018	213
1336184	214
1375782	215
1072096	216
1336187	217
1072097	218
1336188	219
1361148	220
1361140	221
1361141	222
1361142	223
1361143	224
1302883	225
1361144	226
1047010	227
1361145	228
1361146	229
1047002	230
1336191	231
1047006	232
1336192	233
1375770	234
1336196	235
1375771	236
1375772	237
1375773	238
1336198	239
1361137	240
1361138	241
1361139	242
1302891	243
1361132	244
1361134	245
1047000	246
1361135	247
1047001	248
1361136	249
1302867	250
1302865	251
1145461	252
1086606	253
1361163	254
1145450	255
1145451	256
1361159	257
1145457	258
1145452	259
1302872	260
1361154	261
1361157	262
1302840	263
1145489	264
1170403	265
1086627	266
1145488	267
1361184	268
1361186	269
1302851	270
1204410	271
1145479	272
1086613	273
1361174	274
1302850	275
1302822	276
1302821	277
1302829	278
1145423	279
1145424	280
1145425	281
1204447	282
1145420	283
1086649	284
1145422	285
1145428	286
1302836	287
1072006	288
1361191	289
1361192	290
1361193	291
1302832	292
1086629	293
1072000	294
1145413	295
1145414	296
1086635	297
1145415	298
1086638	299
1145411	300
1302801	301
1302802	302
1072019	303
1302806	304
1145448	305
1086669	306
1145441	307
1047090	308
1047094	309
1047095	310
1145449	311
1086663	312
1072025	313
1302812	314
1072026	315
1145436	316
1145437	317
1145433	318
1047081	319
1047083	320
1047085	321
1086650	322
1047086	323
1047088	324
1302902	325
1302907	326
1302908	327
1013503	328
1420189	329
1013508	330
1013505	331
1013506	332
1420176	333
1204475	334
1013514	335
1170399	336
1013510	337
1170396	338
1170391	339
1277401	340
1204494	341
1170374	342
1184988	343
1184984	344
1420141	345
1420142	346
1145385	347
1420143	348
1145381	349
1145386	350
1420144	351
1170343	352
1420145	353
1420146	354
1420147	355
1170341	356
1184994	357
1145374	358
1145376	359
1145377	360
1145378	361
1184966	362
1420160	363
1170326	364
1170321	365
1184974	366
1145394	367
1420154	368
1145390	369
1420159	370
1170338	371
1420155	372
1145398	373
1420156	374
1420157	375
1420158	376
1409789	377
1277468	378
1420106	379
1013584	380
1013585	381
1277464	382
1420109	383
1409797	384
1409795	385
1277479	386
1013598	387
1375900	388
1277484	389
1336301	390
1336305	391
1420129	392
1277485	393
1420123	394
1336307	395
1420124	396
1420125	397
1277492	398
1420110	399
1336310	400
1336311	401
1336312	402
1013577	403
1336313	404
1013578	405
1336314	406
1420111	407
1013574	408
1336319	409
1420113	410
1409741	411
1409742	412
1409743	413
1375927	414
1375928	415
1336320	416
1336322	417
1013544	418
1336324	419
1336325	420
1013546	421
1336326	422
1336327	423
1336328	424
1277421	425
1409749	426
1013548	427
1409756	428
1375912	429
1409758	430
1375914	431
1375916	432
1409754	433
1409755	434
1409750	435
1336330	436
1336331	437
1336336	438
1336337	439
1277430	440
1013552	441
1277432	442
1013559	443
1375945	444
1409764	445
1375949	446
1336341	447
1277440	448
1336343	449
1336345	450
1336346	451
1336347	452
1361303	453
1277447	454
1336349	455
1277449	456
1013528	457
1013529	458
1375932	459
1409778	460
1409774	461
1375939	462
1336350	463
1277450	464
1336351	465
1336352	466
1336353	467
1375930	468
1375931	469
1013533	470
1336358	471
1336359	472
1013530	473
1277455	474
1013538	475
1111965	476
1409701	477
1375845	478
1409702	479
1111967	480
1159901	481
1409703	482
1111960	483
1336242	484
1111961	485
1159903	486
1336244	487
1111963	488
1336245	489
1375842	490
1159906	491
1336246	492
1361203	493
1336247	494
1361204	495
1086568	496
1361205	497
1086569	498
1361206	499
1361207	500
1361208	501
1361209	502
1409709	503
1361201	504
1086565	505
1375835	506
1111957	507
1375838	508
1409711	509
1336254	510
1111951	511
1336256	512
1336257	513
1086555	514
1336258	515
1086556	516
1336259	517
1086558	518
1086551	519
1409719	520
1111943	521
1409724	522
1111945	523
1159923	524
1159924	525
1409726	526
1111947	527
1336260	528
1336261	529
1336262	530
1375860	531
1375861	532
1111941	533
1159927	534
1086588	535
1361225	536
1361226	537
1361227	538
1086583	539
1361220	540
1361221	541
1086585	542
1361224	543
1375855	544
1375856	545
1375857	546
1375859	547
1336270	548
1336271	549
1409733	550
1336274	551
1159914	552
1159915	553
1361216	554
1361217	555
1361219	556
1086571	557
1361210	558
1361211	559
1361212	560
1361213	561
1375881	562
1336286	563
1375884	564
1375886	565
1361248	566
1361241	567
1361242	568
1361243	569
1361244	570
1361245	571
1111998	572
1375879	573
1336291	574
1336293	575
1336294	576
1111992	577
1336296	578
1375871	579
1111993	580
1336297	581
1111994	582
1336299	583
1111996	584
1375875	585
1361236	586
1361237	587
1361260	588
1111982	589
1361269	590
1204506	591
1361261	592
1361262	593
1361264	594
1361266	595
1361267	596
1361268	597
1111977	598
1111979	599
1111970	600
1111972	601
1375896	602
1361259	603
1361254	604
1361256	605
1159987	606
1302983	607
1184941	608
1145340	609
1145341	610
1170303	611
1204523	612
1145348	613
1170305	614
1361286	615
1302982	616
1159976	617
1159978	618
1159974	619
1159975	620
1361271	621
1145335	622
1145337	623
1145338	624
1145332	625
1145334	626
1204519	627
1361272	628
1361273	629
1159970	630
1145339	631
1184923	632
1184924	633
1302962	634
1145360	635
1145361	636
1145362	637
1204543	638
1145368	639
1086501	640
1145369	641
1086502	642
1086503	643
1145364	644
1145365	645
1145366	646
1302960	647
1184916	648
1159998	649
1302976	650
1184934	651
1184935	652
1159994	653
1302972	654
1302973	655
1159996	656
1361292	657
1184931	658
1361293	659
1145350	660
1145351	661
1145352	662
1204530	663
1145359	664
1145354	665
1145356	666
1159990	667
1361297	668
1159943	669
1302943	670
1159944	671
1184900	672
1086519	673
1302947	674
1086522	675
1086524	676
1086525	677
1145306	678
1145307	679
1159932	680
1159933	681
1302957	682
1159930	683
1159931	684
1086508	685
1086509	686
1159936	687
1086511	688
1086512	689
1204557	690
1184908	691
1302921	692
1159968	693
1159961	694
1159962	695
1159964	696
1204581	697
1204583	698
1302925	699
1204585	700
1145324	701
1086546	702
1145323	703
1159960	704
1086542	705
1159957	706
1159953	707
1159958	708
1159959	709
1204574	710
1086533	711
1145314	712
1204578	713
1145315	714
1204579	715
1086536	716
1086539	717
1145319	718
1086532	719
1204123	720
1013863	721
1013864	722
1013865	723
1013866	724
1013860	725
1013861	726
1013862	727
1013867	728
1013868	729
1218764	730
1013869	731
1218757	732
1243736	733
1013874	734
1013875	735
1013877	736
1013870	737
1013871	738
1013872	739
1013873	740
1218750	741
1013878	742
1013879	743
1218753	744
1179057	745
1243706	746
1204147	747
1243700	748
1013841	749
1013842	750
1013843	751
1013844	752
1013849	753
1013845	754
1013846	755
1013847	756
1013848	757
1179069	758
1243719	759
1204130	760
1204131	761
1204133	762
1204135	763
1243710	764
1013852	765
1013853	766
1013854	767
1204139	768
1013855	769
1013850	770
1013851	771
1013856	772
1013857	773
1013858	774
1013859	775
1179035	776
1131097	777
1131098	778
1131099	779
1409461	780
1013821	781
1013822	782
1013827	783
1131094	784
1131096	785
1013823	786
1013824	787
1013825	788
1409474	789
1243773	790
1204156	791
1243777	792
1013832	793
1013833	794
1013838	795
1013839	796
1013834	797
1013835	798
1179043	799
1013836	800
1013837	801
1179013	802
1179016	803
1243749	804
1179019	805
1204184	806
1409484	807
1409482	808
1086820	809
1013800	810
1086824	811
1170684	812
1086826	813
1013805	814
1013806	815
1013807	816
1013808	817
1013801	818
1013802	819
1013803	820
1013804	821
1013809	822
1409499	823
1409495	824
1086806	825
1409496	826
1409497	827
1243751	828
1086809	829
1409492	830
1243754	831
1409493	832
1170699	833
1013810	834
1013811	835
1086813	836
1086814	837
1013816	838
1013817	839
1013818	840
1013812	841
1013813	842
1013814	843
1013815	844
1409428	845
1047235	846
1409429	847
1047236	848
1047238	849
1409424	850
1277106	851
1277100	852
1277108	853
1047222	854
1047223	855
1409439	856
1047224	857
1409435	858
1204197	859
1277111	860
1277113	861
1277114	862
1277119	863
1047221	864
1047211	865
1409448	866
1409449	867
1047216	868
1409445	869
1409446	870
1047217	871
1409447	872
1047219	873
1409442	874
1277121	875
1409443	876
1277127	877
1277128	878
1277125	879
1047203	880
1047205	881
1047207	882
1047208	883
1047209	884
1409450	885
1277138	886
1277139	887
1013880	888
1013885	889
1013886	890
1013888	891
1013881	892
1013882	893
1013883	894
1013884	895
1179095	896
1013889	897
1013890	898
1013891	899
1013896	900
1013897	901
1013898	902
1013899	903
1013892	904
1013893	905
1013894	906
1013895	907
1106012	908
1277184	909
1072271	910
1072272	911
1277187	912
1277182	913
1145621	914
1145623	915
1145620	916
1145629	917
1106018	918
1145628	919
1072289	920
1277190	921
1106001	922
1072280	923
1072284	924
1277191	925
1277192	926
1145610	927
1145618	928
1047299	929
1375506	930
1375507	931
1375508	932
1302688	933
1072292	934
1072294	935
1072296	936
1145640	937
1047290	938
1302682	939
1047294	940
1145648	941
1145649	942
1302680	943
1302698	944
1131000	945
1302696	946
1145638	947
1375525	948
1375529	949
1302666	950
1106056	951
1375520	952
1375521	953
1375522	954
1375523	955
1375524	956
1302663	957
1047273	958
1047274	959
1106046	960
1047268	961
1047269	962
1106049	963
1106043	964
1106044	965
1106045	966
1302678	967
1106040	968
1277153	969
1106041	970
1375510	971
1375511	972
1277156	973
1277157	974
1047264	975
1106035	976
1302648	977
1106038	978
1047259	979
1106032	980
1277162	981
1277163	982
1375541	983
1277164	984
1106030	985
1277165	986
1145600	987
1145609	988
1145605	989
1106024	990
1106026	991
1106027	992
1375539	993
1047248	994
1106021	995
1106023	996
1277173	997
1277174	998
1375531	999
1375533	1000
1277172	1001
1277177	1002
1302651	1003
1047240	1004
1106028	1005
1106029	1006
1047241	1007
1302625	1008
1302627	1009
1131054	1010
1106095	1011
1375564	1012
1375565	1013
1106091	1014
1106092	1015
1375568	1016
1086847	1017
1375560	1018
1013904	1019
1131050	1020
1013906	1021
1131051	1022
1131052	1023
1013907	1024
1013900	1025
1013901	1026
1013902	1027
1013903	1028
1131069	1029
1375559	1030
1302638	1031
1013908	1032
1106086	1033
1013909	1034
1106087	1035
1131066	1036
1086828	1037
1106083	1038
1145691	1039
1106084	1040
1145692	1041
1145693	1042
1375555	1043
1145698	1044
1086832	1045
1013910	1046
1086833	1047
1086835	1048
1013915	1049
1013916	1050
1131062	1051
1013917	1052
1013918	1053
1013911	1054
1013912	1055
1013913	1056
1013914	1057
1179001	1058
1302605	1059
1072216	1060
1131077	1061
1302600	1062
1106070	1063
1086864	1064
1375580	1065
1375581	1066
1375582	1067
1072209	1068
1131073	1069
1131074	1070
1302613	1071
1302615	1072
1072225	1073
1302616	1074
1302610	1075
1106066	1076
1072229	1077
1131089	1078
1218818	1079
1106063	1080
1170647	1081
1072220	1082
1375578	1083
1086856	1084
1375570	1085
1086859	1086
1131084	1087
1131085	1088
1086851	1089
1131081	1090
1218810	1091
1131013	1092
1218849	1093
